,name,address,city,state,zipcode,phone,website,
7359,BBQ Barn,302 NW Main St,Minco ,OK,73059,(405) 317-4589,,
7360,Diner Sid'S,420 NW 3rd St,Minco ,OK,73059,(405) 352-4545,,
7361,Nachitos Mexican American Grill,427 NW 2nd St,Minco ,OK,73059,(405) 352-5970,,
7362,Great Wall Chinese Restaurant,209 E Main St,Tuttle ,OK,73089,(405) 381-5188,http://www.greatwalltuttle.com,
7363,Nachitos Mexican American Grill,209 E Main St,Tuttle ,OK,73089,(405) 381-2122,,
7364,Temptations Restaurant,1415 E Central Blvd,Anadarko ,OK,73005,(405) 247-3100,,
7365,Lin's Chinese Restaurant,120 W Main St,Anadarko ,OK,73005,(405) 247-2883,,
7366,Jack's Bar Bq Cafe,601 1/2 W Alabama Ave,Anadarko ,OK,73005,(405) 247-2842,,
7367,China City Buffet,509 W Louisiana Ave,Anadarko ,OK,73005,(405) 247-3388,,
7368,Family Diner,131 E McCall St,Gracemont ,OK,73042,(405) 966-2278,,
7369,China City Buffet,1209 W Petree Rd,Anadarko ,OK,73005,(405) 247-3388,,
7370,China City Buffet,711 S Mission St,Anadarko ,OK,73005,(405) 247-3388,http://chinacitybuffetsanantonio.com,
7371,Serapio's Mexican Restaurant,1637 E US Highway 66,El Reno ,OK,73036,(405) 262-7744,http://donserapios.com,
7372,Daylight Donuts,902 NW 32nd Highway 37,Newcastle ,OK,73065,(405) 387-2012,http://www.daylightdonuts.com,
7373,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
7374,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
7375,El Charros Restaurant,703 N 2nd St,Cyril ,OK,73029,(580) 464-3181,,
7376,A Little Chihuahua Love,Champion Pedigree Pets,Chickasha ,OK,73018,(405) 779-0551,,
7377,Deboise Deli,,Minco ,OK,73059,(405) 352-4936,,
7378,Cocina De Mino,PO Box 851280,Yukon ,OK,73085,(405) 632-1036,http://cocinademino.com,
7379,Bjs Pizza,208 W Chickasha Ave,Chickasha ,OK,73018,(405) 320-5018,,
7380,Crazy 8 Cafe,415 W Chickasha Ave,Chickasha ,OK,73018,(405) 224-8288,http://www.crazy8cafe.com,
7381,J & W Grill,501 W Choctaw Ave,Chickasha ,OK,73018,(405) 224-9912,,
7382,Vivian's Cafe,411 E Highway 62,Verden ,OK,73092,(405) 453-9991,http://vivianscafe.com,
7383,Paradise Doughnuts,601 S 4th St,Chickasha ,OK,73018,(405) 224-2907,,
7384,Chickasha Donuts,1621 S 4th St,Chickasha ,OK,73018,(405) 224-3400,,
7385,Jeannie's Place,1000 W Choctaw Ave Ste 7,Chickasha ,OK,73018,(405) 224-0949,,
7386,Red's Diner,1525 S 4th St,Chickasha ,OK,73018,(405) 224-7200,,
7387,House of Ribs,701 S 3rd St,Chickasha ,OK,73018,(405) 320-5909,,
7388,Bistro Lorene,702 W Grand Ave,Chickasha ,OK,73018,(405) 224-0082,http://www.bistroloreneok.com,
7389,Nachitos Mexican Amer Grill,427 Highway 81,Minco ,OK,73059,(405) 352-5970,,
7390,Flores Mexican Restaurant,2101 S 4th St,Chickasha ,OK,73018,(405) 224-0033,,
7391,Interurban of Chickasha,"300 E Grand Ave,",Chickasha ,OK,73018,(405) 224-0748,http://interurban.us,
7392,La Fiesta Mexican Restaurant,201 E Almar Dr,Chickasha ,OK,73018,(405) 222-3355,http://www.lafiesta.com,
7393,Bistro Lorene,2788 W Country Club Rd 2790,Chickasha ,OK,73018,(405) 224-0082,,
7394,Dairy Boy,217 SW 3rd St,Minco ,OK,73059,(405) 352-4220,,
7395,Dairy Boy,217 NW 3rd St,Minco ,OK,73059,(405) 352-4220,,
7396,Speedy's Pizza,1300 E Highway 19,Chickasha ,OK,73018,(405) 224-5550,,
7397,La Fiesta Mexican Restaurant,220 W Almar Dr,Chickasha ,OK,73018,(405) 222-3355,,
7398,Lucky's Cafe,Highway 19 E,Apache ,OK,73006,(580) 588-3111,http://luckyscafe.com,
7399,El Charro Restaurant,209 E Main St,Tuttle ,OK,73089,(405) 381-2122,,
7400,Hwy 19 Super Stop,5550 E Highway 19,Chickasha ,OK,73018,(405) 224-5550,http://conocophillips.com,
7401,Tuttle Donuts,405 E Main St,Tuttle ,OK,73089,(405) 381-3088,,
7402,Pomegranate Greek Cafe,209 E Main St,Tuttle ,OK,73089,(405) 381-9133,,
7403,Olde Owl Shoppe,6 E Main St,Tuttle ,OK,73089,(405) 276-2060,,
7404,Soda Fountain Eatery,108 W Broadway St,Anadarko ,OK,73005,(405) 247-3800,http://sodafountaineatery.com,
7405,Soda Fountain Eatery,108 W Broadway St,Anadarko ,OK,73005,(405) 247-3800,http://sodafountaineatery.com,
7406,Munoz Mexican Restaurant,507 NE 1st St,Anadarko ,OK,73005,(405) 247-5511,,
7407,Donut Time,2013 E Highway 37,Tuttle ,OK,73089,(405) 381-9990,,
7408,La Posada,126 W Broadway St,Anadarko ,OK,73005,(405) 247-4910,,
7409,La Poblanita,114 S 1st St,Anadarko ,OK,73005,(405) 247-6768,,
7410,Fishes N Loaves,201 W Main St,Anadarko ,OK,73005,(405) 247-8889,,
7411,Tienda Mexican Delia,313 W Main St,Anadarko ,OK,73005,(405) 643-2201,,
7412,Daylight Donuts,805 S Mission St,Anadarko ,OK,73005,(405) 247-6000,http://www.daylightdonuts.com,
7413,Simple Simon's Pizza,512 E Highway 62,Verden ,OK,73092,(405) 453-7007,http://www.simplesimonspizza.com,
7414,Paw Paw's Hamburgers,1028 S 4th St,Chickasha ,OK,73018,(405) 224-1695,,
7415,Sonic Drive-In,428 S 4th St,Chickasha ,OK,73018,(405) 224-0249,http://www.sonicdrivein.com,
7416,Pizza Hut,2001 S 4th St,Chickasha ,OK,73018,(405) 224-3190,http://www.pizzahut.com,
7417,Simple Simon's Pizza,415 NW 3rd St,Minco ,OK,73059,(405) 352-4455,http://www.simplesimonspizza.com,
7418,Sonic Drive-In,405 E Main St,Tuttle ,OK,73089,(405) 381-3381,http://www.sonicdrivein.com,
7419,Simple Simon's Pizza,415 SW 3rd St,Tuttle ,OK,73089,(405) 352-4455,http://www.simplesimonspizza.com,
7420,Sonic Drive-In,413 E Main St,Tuttle ,OK,73089,(405) 381-3381,http://www.sonicdrivein.com,
7421,Sonic Drive-In,902 W Petree Rd,Anadarko ,OK,73005,(405) 247-2664,http://www.sonicdrivein.com,
7422,Pizza Hut,925 S Mission St,Anadarko ,OK,73005,(405) 247-7385,http://www.pizzahut.com,
7423,Dairy Queen,,,,,(405) 247-5496,http://www.dairyqueen.com,
7424,Subway,918 S 4th St,Chickasha ,OK,73018,(405) 224-8444,http://www.subway.com,
7425,Domino's Pizza,806 S 4th St,Chickasha ,OK,73018,(405) 222-5212,http://www.dominos.com,
7426,KFC,1228 S 4th St,Chickasha ,OK,73018,(405) 224-0101,http://www.kfc.com/,
7427,Arby's,1823 S 4th St,Chickasha ,OK,73018,(405) 222-2147,http://locations.arbys.com/us/ok/chickasha/1823-s-4th-street.html,
7428,Taco Bell,1782 S 4th St,Chickasha ,OK,73018,(405) 222-1983,http://www.tacobell.com,
7429,Dairy Queen,720 W Choctaw Ave,Chickasha ,OK,73018,(405) 224-1712,http://www.dairyqueen.com,
7430,Subway,2001 S 1st St,Chickasha ,OK,73018,(405) 224-9444,http://www.subway.com,
7431,Chicken Express,1700 S 4th St,Chickasha ,OK,73018,(405) 224-5800,http://www.chickene.com,
7432,McDonald's,2027 S 4th St,Chickasha ,OK,73018,(405) 222-1851,http://www.mcdonalds.com,
7433,Long John Silver's,1101 S 4th St,Chickasha ,OK,73018,(405) 222-1968,http://www.ljsilvers.com,
7434,McDonald's,1901 Interstate 44,Chickasha ,OK,73018,(405) 222-3639,http://www.mcdonalds.com,
7435,Taco Mayo,410 W Grand Ave,Chickasha ,OK,73018,(405) 224-4958,http://www.tacomayo.com,
7436,Arby's,411 W Grand Ave,Chickasha ,OK,73018,(405) 224-8630,http://www.arbys.com,
7437,Taco Mayo,101 E Main St,Tuttle ,OK,73089,(405) 381-3124,http://www.tacomayo.com,
7438,Taco Mayo,905 S Mission St,Anadarko ,OK,73005,(405) 247-2237,http://www.tacomayo.com,
7439,Dairy Queen,131 W Oklahoma Ave,Anadarko ,OK,73005,(405) 542-6831,http://www.dairyqueen.com,
7440,Subway,733 W Petree Rd,Anadarko ,OK,73005,(405) 247-3300,http://www.subway.com,
7441,McDonald's,714 W Petree Rd,Anadarko ,OK,73005,(405) 247-2948,http://www.mcdonalds.com,
7442,Curry's Place,37115 State Highway 8,Anadarko ,OK,73005,(405) 247-7264,,
7443,Johnnie's Grill,PO Box 48,Calumet ,OK,73014,(405) 893-2612,,
7444,Old 81 Sports Bar & Grill,2157 County Street 2827,Chickasha ,OK,73018,(405) 222-3345,,
7445,Kara Okie Lounge,1875 Old Highway 81,Chickasha ,OK,73018,(405) 222-2776,,
7446,Stampede Sports Bar & Grill,620 E Colorado Dr,Anadarko ,OK,73005,(405) 247-5540,,
7447,Eco Coffee Company,11044 County Road 1270,Fort Cobb ,OK,73038,(405) 443-5204,http://ecocoffeecompany.com,
7448,Burtschi's Conoco,512 E Highway 62,Verden ,OK,73092,(405) 453-7007,http://simplesimonspizza.com,
7449,Juice Monkey's,300 Main St,Minco ,OK,73059,(405) 352-9900,https://www.juicemonkeys.net,
7450,La Poblanita,104 W Broadway St,Anadarko ,OK,73005,(405) 247-6768,,
7451,Stampede Sports Bar & Grill,616 E Colorado Dr # # 2,Anadarko ,OK,73005,(405) 247-5540,,
7452,Midstate Restaurant Service Inc.,4700 Dougherty Pl Ste A,Oklahoma City ,OK,73179,(405) 792-0052,http://www.midstaterestaurantservice.net,
7453,Midstate Restaurant Service Inc.,4700 Dougherty Pl Ste A,Oklahoma City ,OK,73179,(405) 265-7111,http://www.midstaterestaurantservice.net,
7454,City Restaurant Supply,3404 N May Ave,Oklahoma City ,OK,73112,(405) 946-6800,http://www.cityrestaurantsupply.com,
7455,Echo Canyon Spa Resort,,,,,(580) 421-5076,http://www.echocanyonresort.com,
7456,Augies Numero #1 Restaurant & Pizza,30 Germantown Rd,Danbury ,CT,6810,(203) 617-0646,http://www.augiesno1pizza.com,
7457,Chuck's Steak House,20 Segar St,Danbury ,CT,6810,(203) 792-5555,http://www.chucksdanbury.com,
7458,Veras Trattoria Pizza & Pasta,33 Mill Plain Rd,Danbury ,CT,6811,(203) 798-7800,http://www.verastrattoria.com,
7459,Max 40,40 Mill Plain Rd,Danbury ,CT,6811,(203) 825-4444,http://max40ct.com,
7460,Fairfields Restaurant,21 Lake Avenue Ext,Danbury ,CT,6811,(203) 744-1776,http://www.ethanallenhotel.com/fairfieldsrestaurant.aspx,
7461,Cajun Grill,7 Backus Ave Ste 143,Danbury ,CT,6810,(203) 798-9019,,
7462,Brio Tuscan Grille,7 Backus Ave,Danbury ,CT,6810,(203) 730-0100,http://www.brioitalian.com,
7463,Olive Garden Italian Restaurant,36 Backus Ave,Danbury ,CT,6810,(203) 998-6461,http://www.olivegarden.com/locations/ct/danbury/danbury/1463?cmpid=br:og_ag:ie_ch:dry_ca:OGQ2FY16LOCURL_dt:ong_sn:yp_gt:danbury-ct-1463_pl:locurl_rd:1001,
7464,The Cheesecake Factory,7 Backus Ave,Danbury ,CT,6810,(203) 743-6000,http://www.thecheesecakefactory.com,
7465,Windmill Diner Restaurant,14 Mill Plain Rd,Danbury ,CT,6811,(203) 743-6541,http://www.windmilldiner.com,
7466,Bambu Hibachi,39 Lake Avenue Ext,Danbury ,CT,6811,(203) 826-7369,http://www.bambumodernasian.com,
7467,Taipei Tokyo,15 Backus Ave Ste 18,Danbury ,CT,6810,(203) 792-8888,,
7468,Little Tokyo,7 Backus Ave Ste 244,Danbury ,CT,6810,(203) 739-0015,,
7469,Dynasty Restaurant,15 Backus Ave,Danbury ,CT,6810,(203) 748-0669,,
7470,Manchu Wok,7 Backus Ave # 226,Danbury ,CT,6810,(203) 798-1788,,
7471,Royal Guard Fish & Chips,7 Backus Ave,Danbury ,CT,6810,(203) 791-1635,,
7472,B G R The Burger Joint,7 Backus Ave,Danbury ,CT,6810,(203) 748-0426,http://www.bgrtheburgerjoint.com,
7473,Red Robin Gourmet Burgers,7 Backus Ave,Danbury ,CT,6810,(203) 616-9440,http://www.redrobin.com,
7474,Kusulyn Neo-Asian Bistro,7 Backus Ave Ste 102,Danbury ,CT,6810,(203) 748-3500,,
7475,Bambu Modern Asian Restaurant,39 Lake Avenue Ext,Danbury ,CT,6811,(203) 826-7369,http://www.bambumodernasian.com,
7476,Sinapi's Pizza & Restaurant,15 Backus Ave,Danbury ,CT,6810,(203) 792-7030,http://www.sinapispizza.com,
7477,Nikos Grill and Subs,15 Backus Ave,Danbury ,CT,6810,(203) 917-4403,http://www.nikosgrill.com,
7478,Panera Bread,5A Sugar Hollow Rd,Danbury ,CT,6810,(203) 730-0790,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
7479,Kabuki Japanese Restaurant,39 Lake Avenue Ext,Danbury ,CT,6811,(203) 744-6885,,
7480,Red Lobster,34 Backus Ave,Danbury ,CT,6810,(203) 730-1104,http://www.redlobster.com,
7481,Ruby Tuesday,7 Backus Ave,Danbury ,CT,6810,(203) 778-9110,http://www.rubytuesday.com,
7482,Friendly's,7 Backus Ave,Danbury ,CT,6810,(203) 791-0767,http://www.friendlys.com,
7483,Buffalo Wild Wings Grill & Bar,26 Backus Ave,Danbury ,CT,6810,(203) 794-9453,http://www.buffalowildwings.com,
7484,La Famiglia Pizza & Pasta,33 Mill Plain Rd,Danbury ,CT,6811,(203) 798-7800,http://verastrattoria.com,
7485,Spasi Restaurant Inc,39 Mill Plain Rd,Danbury ,CT,6811,(203) 744-9115,http://www.spasict.com,
7486,Rosy Tomorrows Restaurant,15 Old Mill Plain Rd Ste 1,Danbury ,CT,6811,(203) 743-5845,http://www.rosytomorrows.com,
7487,Captain's Cove Seaport,1 Bostwick Ave,Bridgeport ,CT,6605,(203) 335-1433,http://www.captainscoveseaport.com,
7488,Augies Numero #1 Restaurant & Pizza,30 Germantown Rd,Danbury ,CT,6810,(203) 617-0646,http://www.augiesno1pizza.com,
7489,Kotobuki Japanese Cuisine,457 Summer St,Stamford ,CT,6901,(203) 359-4747,http://www.kotobukijapaneserestaurant.com,
7490,Pellicci's Restaurant,98 Stillwater Ave,Stamford ,CT,6902,(203) 323-2542,http://pelliccis.com,
7491,Sal's Family Pizza Restaurant,630 Main St,Monroe ,CT,6468,(203) 816-6171,http://www.salsfamilypizza.com,
7492,Sal's Pizza,23 Padanaram Rd,Danbury ,CT,6811,(203) 744-2422,http://www.salspizzact.com,
7493,Nick's Restaurant & Catering,4 Starr St,Danbury ,CT,6810,(203) 617-0647,http://www.nicksdanbury.com/,
7494,Cross Roads Pizza I,2065 E Main St,Bridgeport ,CT,6610,(203) 367-5554,http://www.crossroadspizza.com,
7495,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
7496,Taberna Restaurant,1439 Madison Ave,Bridgeport ,CT,6606,(203) 338-0203,http://tabernarestaurant-ct.com,
7497,Taberna Tapas,1229 Post Rd,Fairfield ,CT,6824,(475) 999-8585,http://www.tabernarestaurant-ct.com,
7498,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
7499,Fortunas Deli of Westport,1244 Post Rd E,Westport ,CT,6880,(203) 635-4187,http://www.fortunasdeli.com,
7501,Beverly Pizza House,2969 Fairfield Ave,Bridgeport ,CT,6605,(203) 335-5240,http://www.papaginos.com,
7502,Augies Numero #1 Restaurant & Pizza,30 Germantown Rd,Danbury ,CT,6810,(203) 617-0646,http://www.augiesno1pizza.com,
7503,Chuck's Steak House,20 Segar St,Danbury ,CT,6810,(203) 792-5555,http://www.chucksdanbury.com,
7504,Veras Trattoria Pizza & Pasta,33 Mill Plain Rd,Danbury ,CT,6811,(203) 798-7800,http://www.verastrattoria.com,
7505,Max 40,40 Mill Plain Rd,Danbury ,CT,6811,(203) 825-4444,http://max40ct.com,
7506,Fairfields Restaurant,21 Lake Avenue Ext,Danbury ,CT,6811,(203) 744-1776,http://www.ethanallenhotel.com/fairfieldsrestaurant.aspx,
7507,Cajun Grill,7 Backus Ave Ste 143,Danbury ,CT,6810,(203) 798-9019,,
7508,Brio Tuscan Grille,7 Backus Ave,Danbury ,CT,6810,(203) 730-0100,http://www.brioitalian.com,
7509,Olive Garden Italian Restaurant,36 Backus Ave,Danbury ,CT,6810,(203) 998-6461,http://www.olivegarden.com/locations/ct/danbury/danbury/1463?cmpid=br:og_ag:ie_ch:dry_ca:OGQ2FY16LOCURL_dt:ong_sn:yp_gt:danbury-ct-1463_pl:locurl_rd:1001,
7510,The Cheesecake Factory,7 Backus Ave,Danbury ,CT,6810,(203) 743-6000,http://www.thecheesecakefactory.com,
7511,Windmill Diner Restaurant,14 Mill Plain Rd,Danbury ,CT,6811,(203) 743-6541,http://www.windmilldiner.com,
7512,Bambu Hibachi,39 Lake Avenue Ext,Danbury ,CT,6811,(203) 826-7369,http://www.bambumodernasian.com,
7513,Taipei Tokyo,15 Backus Ave Ste 18,Danbury ,CT,6810,(203) 792-8888,,
7514,Little Tokyo,7 Backus Ave Ste 244,Danbury ,CT,6810,(203) 739-0015,,
7515,Dynasty Restaurant,15 Backus Ave,Danbury ,CT,6810,(203) 748-0669,,
7516,Manchu Wok,7 Backus Ave # 226,Danbury ,CT,6810,(203) 798-1788,,
7517,Royal Guard Fish & Chips,7 Backus Ave,Danbury ,CT,6810,(203) 791-1635,,
7518,B G R The Burger Joint,7 Backus Ave,Danbury ,CT,6810,(203) 748-0426,http://www.bgrtheburgerjoint.com,
7519,Red Robin Gourmet Burgers,7 Backus Ave,Danbury ,CT,6810,(203) 616-9440,http://www.redrobin.com,
7520,Kusulyn Neo-Asian Bistro,7 Backus Ave Ste 102,Danbury ,CT,6810,(203) 748-3500,,
7521,Bambu Modern Asian Restaurant,39 Lake Avenue Ext,Danbury ,CT,6811,(203) 826-7369,http://www.bambumodernasian.com,
7522,Sinapi's Pizza & Restaurant,15 Backus Ave,Danbury ,CT,6810,(203) 792-7030,http://www.sinapispizza.com,
7523,Nikos Grill and Subs,15 Backus Ave,Danbury ,CT,6810,(203) 917-4403,http://www.nikosgrill.com,
7524,Panera Bread,5A Sugar Hollow Rd,Danbury ,CT,6810,(203) 730-0790,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
7525,Kabuki Japanese Restaurant,39 Lake Avenue Ext,Danbury ,CT,6811,(203) 744-6885,,
7526,Red Lobster,34 Backus Ave,Danbury ,CT,6810,(203) 730-1104,http://www.redlobster.com,
7527,Ruby Tuesday,7 Backus Ave,Danbury ,CT,6810,(203) 778-9110,http://www.rubytuesday.com,
7528,Friendly's,7 Backus Ave,Danbury ,CT,6810,(203) 791-0767,http://www.friendlys.com,
7529,Buffalo Wild Wings Grill & Bar,26 Backus Ave,Danbury ,CT,6810,(203) 794-9453,http://www.buffalowildwings.com,
7530,La Famiglia Pizza & Pasta,33 Mill Plain Rd,Danbury ,CT,6811,(203) 798-7800,http://verastrattoria.com,
7531,Spasi Restaurant Inc,39 Mill Plain Rd,Danbury ,CT,6811,(203) 744-9115,http://www.spasict.com,
7532,Rosy Tomorrows Restaurant,15 Old Mill Plain Rd Ste 1,Danbury ,CT,6811,(203) 743-5845,http://www.rosytomorrows.com,
7533,Captain's Cove Seaport,1 Bostwick Ave,Bridgeport ,CT,6605,(203) 335-1433,http://www.captainscoveseaport.com,
7534,Augies Numero #1 Restaurant & Pizza,30 Germantown Rd,Danbury ,CT,6810,(203) 617-0646,http://www.augiesno1pizza.com,
7535,Kotobuki Japanese Cuisine,457 Summer St,Stamford ,CT,6901,(203) 359-4747,http://www.kotobukijapaneserestaurant.com,
7536,Pellicci's Restaurant,98 Stillwater Ave,Stamford ,CT,6902,(203) 323-2542,http://pelliccis.com,
7537,Sal's Family Pizza Restaurant,630 Main St,Monroe ,CT,6468,(203) 816-6171,http://www.salsfamilypizza.com,
7538,Sal's Pizza,23 Padanaram Rd,Danbury ,CT,6811,(203) 744-2422,http://www.salspizzact.com,
7539,Nick's Restaurant & Catering,4 Starr St,Danbury ,CT,6810,(203) 617-0647,http://www.nicksdanbury.com/,
7540,Cross Roads Pizza I,2065 E Main St,Bridgeport ,CT,6610,(203) 367-5554,http://www.crossroadspizza.com,
7541,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
7542,Taberna Restaurant,1439 Madison Ave,Bridgeport ,CT,6606,(203) 338-0203,http://tabernarestaurant-ct.com,
7543,Taberna Tapas,1229 Post Rd,Fairfield ,CT,6824,(475) 999-8585,http://www.tabernarestaurant-ct.com,
7544,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
7545,Fortunas Deli of Westport,1244 Post Rd E,Westport ,CT,6880,(203) 635-4187,http://www.fortunasdeli.com,
7547,Beverly Pizza House,2969 Fairfield Ave,Bridgeport ,CT,6605,(203) 335-5240,http://www.papaginos.com,
7548,Prespa Restaurant & Bar,46 Mill Plain Rd,Danbury ,CT,6811,(203) 791-2911,http://www.prespact.com,
7549,Mezon Tapas Bar & Restaurant,56 Mill Plain Rd,Danbury ,CT,6811,(203) 748-0875,http://mezonct.com,
7550,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
7551,Panda House,93 Mill Plain Rd,Danbury ,CT,6811,(203) 743-6080,http://www.pandahousecuisine.com,
7552,Bambino's Pizza & Pasta,101 Mill Plain Rd,Danbury ,CT,6811,(203) 730-9505,http://www.bambinospizzact.com,
7553,Della Francesca,35 Lake Ave,Danbury ,CT,6810,(203) 791-2068,http://www.dellafrancesca.com,
7554,Sesame Seed Restaurant,68 W Wooster St,Danbury ,CT,6810,(203) 743-9850,http://www.sesameseedrestaurant.com,
7555,China Wall,71 Lake Ave,Danbury ,CT,6810,(203) 792-9255,,
7556,Dragon Cheng,132 West St,Danbury ,CT,6810,(203) 790-4297,http://www.dragoncheng.com,
7557,Chapin Restaurant,123 West St,Danbury ,CT,6810,(203) 798-3673,,
7558,In The Rough Grille,545 Ridgebury Rd,Ridgefield ,CT,6877,(203) 792-4653,,
7559,Bella Rose Pizzeria,84 Franklin St,Danbury ,CT,6810,(203) 790-7253,http://www.bellarosepizzadanbury.com,
7560,TK's American Cafe,255 White St,Danbury ,CT,6810,(203) 730-1776,http://www.tksamericancafe.com,
7561,Hanna's Mideastern Restaurant,72 Lake Ave,Danbury ,CT,6810,(203) 748-5713,http://www.hannasofdanbury.com,
7562,Fortune Cookies 188,39B Mill Plain Rd,Danbury ,CT,6811,(203) 778-1111,http://www.fortunecookies188.com,
7563,Empire Szechuan,COPPS Hl,Ridgefield ,CT,6877,(203) 431-0488,http://www.empireszechuanbethel.com,
7564,Corcovado Restaurant,4 Division St,Danbury ,CT,6810,(203) 942-2255,,
7565,T K's American Cafe,,Danbury ,CT,6810,(203) 744-9464,,
7566,Castello Restaurant,2 Padanaram Rd,Danbury ,CT,6811,(203) 743-3828,http://www.castellorestaurantct.com,
7567,Atlantic Restaurant,176 Osborne St,Danbury ,CT,6810,(203) 778-8999,http://www.restaurantatlantic.com,
7568,Tonelli's Restaurant,41 Grassy Plain St,Bethel ,CT,6801,(203) 794-0298,http://www.tonellis.com,
7569,Whitlocks Restaurant,273 Greenwood Ave Ste 5,Bethel ,CT,6801,(203) 791-2707,http://www.whitlocksrestaurant.com,
7570,Jim Barbarie's Restaurant,47 Padanaram Rd,Danbury ,CT,6811,(203) 743-3287,http://www.jbrestaurant.com,
7571,Basilico,5 Padanaram Rd,Danbury ,CT,6811,(203) 730-0055,http://www.basilicoct.com,
7572,Three Brothers Diner Restaurant,242 White St,Danbury ,CT,6810,(203) 748-6008,http://www.3brothersdiner.com,
7573,Pippa's Sports Cafe,100 South St,Danbury ,CT,6810,(203) 790-9455,http://www.pippassportscafe.com,
7574,Bethel Chinese Kitchen,46 Grassy Plain St,Bethel ,CT,6801,(203) 798-6272,http://www.bethelchinesekitchen.com,
7575,Nick's Restaurant & Catering,4 Starr St,Danbury ,CT,6810,(203) 617-0647,http://www.nicksdanbury.com/,
7576,Sal's Pizza,23 Padanaram Rd,Danbury ,CT,6811,(203) 744-2422,http://www.salspizzact.com,
7577,Good Taste Chinese Restaurant,247 Main St,Danbury ,CT,6810,(203) 798-8978,,
7578,Panda  Garden,45 Padanaram Rd,Danbury ,CT,6811,(203) 744-7722,,
7579,Edo II Korean & Japanese Restaurants,32 Padanaram Rd,Danbury ,CT,6811,(203) 743-8799,,
7580,Villarina's Pasta,22 Shelter Rock Ln # 34,Danbury ,CT,6810,(203) 917-4463,http://www.villarinas.com,
7581,Deep's Trellis Restaurant,49 North St,Danbury ,CT,6810,(203) 792-0494,,
7582,Mimi's Cafe,275 Main St,Danbury ,CT,6810,(203) 730-0200,http://www.mimiscafe.com,
7583,Parrilla Bar and Restaurant,5 White St,Danbury ,CT,6810,(203) 778-0001,http://www.parrillabarrestaurant.com,
7584,JJS Country Kitchen,4 Liberty St,Danbury ,CT,6810,(203) 730-2380,,
7585,La Fortuna Restaurant,6 State St,Danbury ,CT,6810,(203) 797-0909,,
7586,Nicolas Restaurant,20 White St,Danbury ,CT,6810,(203) 778-2710,http://www.nicolasnyc.com/index.htm,
7587,Yi Hing Restaurants,19 Main St,Danbury ,CT,6810,(203) 628-9908,,
7588,Lafonda Antioquena Restaurant,361 1/2 Main St,Danbury ,CT,6810,(203) 796-0011,,
7589,Lemon Grass Southeast Asian Cuisine,35 White St,Danbury ,CT,6810,(203) 628-7115,,
7590,Fiza Restaurant,395 Main St,Danbury ,CT,6810,(203) 456-6204,,
7591,Mykonos Restaurant,24 Rowan St,Danbury ,CT,6810,(203) 797-1822,http://www.mykonosrestaurants.com,
7592,Ole Restaurant,172 White St,Danbury ,CT,6810,(203) 730-0101,,
7593,The Waterfall Restaurant by Elmer Inc,30 Padanaram Rd,Danbury ,CT,6811,(203) 917-3539,,
7594,Izumi Japanese Restaurant,30 Padanaram Rd,Danbury ,CT,6811,(203) 798-8100,,
7595,J And M Seafood,45 Padanaram Rd,Danbury ,CT,6811,(203) 748-6337,,
7596,Main Moon Restaurant,97 Main St,Danbury ,CT,6810,(203) 743-4913,,
7597,El Milenio,21 North St,Danbury ,CT,6810,(203) 207-0156,,
7598,Sycamore Restaurant,282 Greenwood Ave,Bethel ,CT,6801,(203) 748-2716,http://www.sycamoredrivein.com,
7599,House Of Yoshida,25 Grassy Plain St,Bethel ,CT,6801,(203) 798-8128,http://www.house-of-yoshida.com,
7600,Kas's Bar & Restaurant,3867 Danbury Rd,Brewster ,NY,10509,(845) 363-1869,http://www.kassbar.net,
7601,Nico's Pizza & Pasta,175 Main St,Danbury ,CT,6810,(203) 792-6426,http://www.nicosct.com,
7602,Moon Star Chinese Kitchen Inc,10 Hayestown Ave,Danbury ,CT,6811,(203) 744-1688,,
7603,Brito's Restaurant,41 South St,Danbury ,CT,6810,(203) 797-0885,,
7604,Bella Italia Ristorante,2 Padanaram Rd,Danbury ,CT,6811,(203) 743-3828,,
7605,Royal Guard Fish & Chip,389 Main St,Danbury ,CT,6810,(203) 791-1635,,
7606,Elmer's Diner,22 Padanaram Rd,Danbury ,CT,6811,(203) 731-2559,http://www.elmersdiner.com,
7607,Main Street Diner,14 Main St,Danbury ,CT,6810,(203) 791-1237,http://mainstreetdiner.com,
7608,Molinaro's Luncheonette,41 South St,Danbury ,CT,6810,(203) 797-0885,,
7609,New Holiday Diner,123 White St,Danbury ,CT,6810,(203) 748-9798,http://www.newholidaydiner.com,
7610,Pho Vietnam Restaurant,56 Padanaram Rd,Danbury ,CT,6811,(203) 743-6049,http://www.phovietnamrestaurant.com,
